set_id,name,year,theme,subtheme,themeGroup,category,pieces,age,price,imageURL,Age_Range,Price_Range
70751-1,Temple of Airjitzu,2015,Ninjago,General,Action/Adventure,Normal,2028,14,$199.99,https://images.brickset.com/sets/images/70751-1.jpg,10 to 17,$$$$
21306-1,The Beatles Yellow Submarine,2016,Ideas,Licensed,Miscellaneous,Normal,553,10,$59.99,https://images.brickset.com/sets/images/21306-1.jpg,10 to 17,$$$
21309-1,NASA Apollo Saturn V,2017,Ideas,NASA,Miscellaneous,Normal,1969,14,$119.99,https://images.brickset.com/sets/images/21309-1.jpg,10 to 17,$$$$
21312-1,Women of NASA,2017,Ideas,NASA,Miscellaneous,Normal,231,10,$24.99,https://images.brickset.com/sets/images/21312-1.jpg,10 to 17,$
21314-1,TRON: Legacy,2018,Ideas,Licensed,Miscellaneous,Normal,230,10,$34.99,https://images.brickset.com/sets/images/21314-1.jpg,10 to 17,$$
45025-1,Coding Express,2018,Education,Duplo,Educational,Normal,234,2,$239.95,https://images.brickset.com/sets/images/45025-1.jpg,1 to 4,$$$$
21316-1,The Flintstones,2019,Ideas,Licensed,Miscellaneous,Normal,748,10,$59.99,https://images.brickset.com/sets/images/21316-1.jpg,10 to 17,$$$
21317-1,Steamboat Willie,2019,Ideas,Licensed,Miscellaneous,Normal,751,10,$89.99,https://images.brickset.com/sets/images/21317-1.jpg,10 to 17,$$$
21319-1,Central Perk,2019,Ideas,Licensed,Miscellaneous,Normal,1070,16,$59.99,https://images.brickset.com/sets/images/21319-1.jpg,10 to 17,$$$
40336-1,Newbury Juice Bar,2019,Hidden Side,Promotional,Action/Adventure,Normal,127,10,$12.99,https://images.brickset.com/sets/images/40336-1.jpg,10 to 17,$
42096-1,Porsche 911 RSR,2019,Technic,Licensed,Technical,Normal,1580,10,$179.99,https://images.brickset.com/sets/images/42096-1.jpg,10 to 17,$$$$
42100-1,Liebherr R 9800,2019,Technic,Licensed,Technical,Normal,4108,12,$449.99,https://images.brickset.com/sets/images/42100-1.jpg,10 to 17,$$$$
42110-1,Land Rover Defender,2019,Technic,Licensed,Technical,Normal,2573,11,$199.99,https://images.brickset.com/sets/images/42110-1.jpg,10 to 17,$$$$
21321-1,International Space Station,2020,Ideas,NASA,Miscellaneous,Normal,864,16,$69.99,https://images.brickset.com/sets/images/21321-1.jpg,10 to 17,$$$
21324-1,123 Sesame Street,2020,Ideas,Licensed,Miscellaneous,Normal,1367,18,$119.99,https://images.brickset.com/sets/images/21324-1.jpg,Over 18,$$$$
31197-1,Andy Warhol's Marilyn Monroe,2020,Art,Miscellaneous,Art and crafts,Normal,3341,18,$119.99,https://images.brickset.com/sets/images/31197-1.jpg,Over 18,$$$$
31198-1,The Beatles,2020,Art,Music,Art and crafts,Normal,2933,18,$119.99,https://images.brickset.com/sets/images/31198-1.jpg,Over 18,$$$$
31199-1,Marvel Studios Iron Man,2020,Art,Licensed,Art and crafts,Normal,3167,18,$119.99,https://images.brickset.com/sets/images/31199-1.jpg,Over 18,$$$$
31200-1,Star Wars The Sith,2020,Art,Licensed,Art and crafts,Normal,3406,18,$119.99,https://images.brickset.com/sets/images/31200-1.jpg,Over 18,$$$$
42107-1,Ducati Panigale V4 R,2020,Technic,Licensed,Technical,Normal,646,10,$79.99,https://images.brickset.com/sets/images/42107-1.jpg,10 to 17,$$$
42111-1,Dom's Dodge Charger,2020,Technic,Licensed,Technical,Normal,1077,10,$119.99,https://images.brickset.com/sets/images/42111-1.jpg,10 to 17,$$$$
42114-1,6x6 Volvo Articulated Hauler,2020,Technic,Licensed,Technical,Normal,2193,11,$249.99,https://images.brickset.com/sets/images/42114-1.jpg,10 to 17,$$$$
42115-1,Lamborghini Sián FKP 37,2020,Technic,Licensed,Technical,Normal,3696,18,$449.99,https://images.brickset.com/sets/images/42115-1.jpg,Over 18,$$$$
45026-1,Tubes,2020,Education,Duplo,Educational,Normal,150,3,$169.95,https://images.brickset.com/sets/images/45026-1.jpg,1 to 4,$$$$
45028-1,My XL World,2020,Education,Duplo,Educational,Normal,480,2,$284.95,https://images.brickset.com/sets/images/45028-1.jpg,1 to 4,$$$$
80012-1,Monkey King Warrior Mech,2020,Monkie Kid,A Hero is Born,Action/Adventure,Normal,1629,10,$149.99,https://images.brickset.com/sets/images/80012-1.jpg,10 to 17,$$$$
80013-1,Monkie Kid's Team Secret HQ,2020,Monkie Kid,A Hero is Born,Action/Adventure,Normal,1959,10,$169.99,https://images.brickset.com/sets/images/80013-1.jpg,10 to 17,$$$$
92176-1,NASA Apollo Saturn V,2020,Ideas,NASA,Miscellaneous,Normal,1969,14,$119.99,https://images.brickset.com/sets/images/21309-1.jpg,10 to 17,$$$$
21326-1,Winnie the Pooh,2021,Ideas,Licensed,Miscellaneous,Normal,1265,18,$99.99,https://images.brickset.com/sets/images/21326-1.jpg,Over 18,$$$
21328-1,Seinfeld,2021,Ideas,Licensed,Miscellaneous,Normal,1326,18,$79.99,https://images.brickset.com/sets/images/21328-1.jpg,Over 18,$$$
21329-1,Fender Stratocaster,2021,Ideas,Licensed,Miscellaneous,Normal,1074,18,$119.99,https://images.brickset.com/sets/images/21329-1.jpg,Over 18,$$$$
21330-1,Home Alone,2021,Ideas,Licensed,Miscellaneous,Normal,3955,18,$299.99,https://images.brickset.com/sets/images/21330-1.jpg,Over 18,$$$$
31201-1,Harry Potter Hogwarts Crests,2021,Art,Licensed,Art and crafts,Normal,4249,18,$119.99,https://images.brickset.com/sets/images/31201-1.jpg,Over 18,$$$$
31202-1,Disney's Mickey Mouse,2021,Art,Licensed,Art and crafts,Normal,2658,18,$119.99,https://images.brickset.com/sets/images/31202-1.jpg,Over 18,$$$$
31203-1,World Map,2021,Art,Miscellaneous,Art and crafts,Normal,11695,18,$249.99,https://images.brickset.com/sets/images/31203-1.jpg,Over 18,$$$$
42123-1,McLaren Senna GTR,2021,Technic,Licensed,Technical,Normal,830,10,$49.99,https://images.brickset.com/sets/images/42123-1.jpg,10 to 17,$$
42125-1,Ferrari 488 GTE 'AF Corse #51',2021,Technic,Licensed,Technical,Normal,1677,18,$199.99,https://images.brickset.com/sets/images/42125-1.jpg,Over 18,$$$$
42126-1,Ford F-150 Raptor,2021,Technic,Licensed,Technical,Normal,1379,18,$99.99,https://images.brickset.com/sets/images/42126-1.jpg,Over 18,$$$
42129-1,4x4 Mercedes-Benz Zetros Trial Truck,2021,Technic,Licensed,Technical,Normal,2110,12,$329.99,https://images.brickset.com/sets/images/42129-1.jpg,10 to 17,$$$$
42131-1,Cat D11 Bulldozer,2021,Technic,Licensed,Technical,Normal,3854,18,$499.99,https://images.brickset.com/sets/images/42131-1.jpg,Over 18,$$$$
45400-1,BricQ Motion Prime,2021,Education,BricQ,Educational,Normal,562,10,$133.95,https://images.brickset.com/sets/images/45400-1.jpg,10 to 17,$$$$
71741-1,NINJAGO City Gardens,2021,Ninjago,General,Action/Adventure,Normal,5685,14,$349.99,https://images.brickset.com/sets/images/71741-1.jpg,10 to 17,$$$$
80023-1,Monkie Kid's Team Dronecopter,2021,Monkie Kid,Season 2,Action/Adventure,Normal,1462,10,$149.99,https://images.brickset.com/sets/images/80023-1.jpg,10 to 17,$$$$
80024-1,The Legendary Flower Fruit Mountain,2021,Monkie Kid,Season 2,Action/Adventure,Normal,1949,10,$169.99,https://images.brickset.com/sets/images/80024-1.jpg,10 to 17,$$$$
21331-1,Sonic the Hedgehog - Green Hill Zone,2022,Ideas,Licensed,Miscellaneous,Normal,1125,18,$79.99,https://images.brickset.com/sets/images/21331-1.jpg,Over 18,$$$
21333-1,Vincent van Gogh - The Starry Night,2022,Ideas,Licensed,Miscellaneous,Normal,2316,18,$169.99,https://images.brickset.com/sets/images/21333-1.jpg,Over 18,$$$$
21336-1,The Office,2022,Ideas,Licensed,Miscellaneous,Normal,1164,18,$119.99,https://images.brickset.com/sets/images/21336-1.jpg,Over 18,$$$$
31204-1,Elvis Presley  'The King',2022,Art,Music,Art and crafts,Normal,3445,18,$119.99,https://images.brickset.com/sets/images/31204-1.jpg,Over 18,$$$$
31205-1,Jim Lee Batman Collection,2022,Art,Licensed,Art and crafts,Normal,4167,18,$119.99,https://images.brickset.com/sets/images/31205-1.jpg,Over 18,$$$$
31206-1,The Rolling Stones,2022,Art,Music,Art and crafts,Normal,1998,18,$149.99,https://images.brickset.com/sets/images/31206-1.jpg,Over 18,$$$$
31207-1,Floral Art,2022,Art,Miscellaneous,Art and crafts,Normal,2870,18,$79.99,https://images.brickset.com/sets/images/31207-1.jpg,Over 18,$$$
40573-1,Christmas Tree,2022,Seasonal,Christmas,Miscellaneous,Normal,784,12,$44.99,https://images.brickset.com/sets/images/40573-1.jpg,10 to 17,$$
42127-1,The Batman -  Batmobile,2022,Technic,Licensed,Technical,Normal,1360,10,$99.99,https://images.brickset.com/sets/images/42127-1.jpg,10 to 17,$$$
42130-1,BMW M 1000 RR,2022,Technic,Licensed,Technical,Normal,1920,18,$249.99,https://images.brickset.com/sets/images/42130-1.jpg,Over 18,$$$$
42141-1,McLaren Formula 1 Race Car,2022,Technic,Licensed,Technical,Normal,1432,18,$199.99,https://images.brickset.com/sets/images/42141-1.jpg,Over 18,$$$$
42143-1,Ferrari Daytona SP3,2022,Technic,Licensed,Technical,Normal,3778,18,$449.99,https://images.brickset.com/sets/images/42143-1.jpg,Over 18,$$$$
42145-1,Airbus H175 Rescue Helicopter,2022,Technic,Licensed,Technical,Normal,2001,11,$209.99,https://images.brickset.com/sets/images/42145-1.jpg,10 to 17,$$$$
71775-1,Nya's Samurai X MECH,2022,Ninjago,Crystalized,Action/Adventure,Normal,1003,10,$119.99,https://images.brickset.com/sets/images/71775-1.jpg,10 to 17,$$$$
80039-1,The Heavenly Realms,2022,Monkie Kid,Season 3,Action/Adventure,Normal,2433,10,$189.99,https://images.brickset.com/sets/images/80039-1.jpg,10 to 17,$$$$
10177-1,Boeing 787 Dreamliner,2006,Advanced models,Aircraft,Model making,Normal,1197,10,$79.99,https://images.brickset.com/sets/images/10177-1.jpg,10 to 17,$$$
10181-1,Eiffel Tower,2007,Advanced models,Landmarks,Model making,Normal,3428,16,$199.99,https://images.brickset.com/sets/images/10181-1.jpg,10 to 17,$$$$
10182-1,Cafe Corner,2007,Advanced models,Modular Buildings Collection,Model making,Normal,2056,16,$139.99,https://images.brickset.com/sets/images/10182-1.jpg,10 to 17,$$$$
10190-1,Market Street,2007,Advanced models,Modular Buildings Collection,Model making,Normal,1248,10,$89.99,https://images.brickset.com/sets/images/10190-1.jpg,10 to 17,$$$
10184-1,Town Plan,2008,Advanced models,Miscellaneous,Model making,Normal,1981,12,$149.99,https://images.brickset.com/sets/images/10184-1.jpg,10 to 17,$$$$
10185-1,Green Grocer,2008,Advanced models,Modular Buildings Collection,Model making,Normal,2352,16,$149.99,https://images.brickset.com/sets/images/10185-1.jpg,10 to 17,$$$$
10187-1,Volkswagen Beetle,2008,Advanced models,Vehicles,Model making,Normal,1626,16,$119.99,https://images.brickset.com/sets/images/10187-1.jpg,10 to 17,$$$$
10189-1,Taj Mahal,2008,Advanced models,Landmarks,Model making,Normal,5922,14,$299.99,https://images.brickset.com/sets/images/10189-1.jpg,10 to 17,$$$$
10194-1,Emerald Night,2009,Advanced models,Trains,Model making,Normal,1085,14,$99.99,https://images.brickset.com/sets/images/10194-1.jpg,10 to 17,$$$
10196-1,Grand Carousel,2009,Advanced models,Fairground Collection,Model making,Normal,3263,16,$249.99,https://images.brickset.com/sets/images/10196-1.jpg,10 to 17,$$$$
10197-1,Fire Brigade,2009,Advanced models,Modular Buildings Collection,Model making,Normal,2231,16,$149.99,https://images.brickset.com/sets/images/10197-1.jpg,10 to 17,$$$$
10199-1,Winter Village Toy Shop,2009,Advanced models,Winter Village Collection,Model making,Normal,815,12,$59.99,https://images.brickset.com/sets/images/10199-1.jpg,10 to 17,$$$
21002-1,Empire State Building,2009,Architecture,Landmark Series,Model making,Normal,77,10,$19.99,https://images.brickset.com/sets/images/21002-1.jpg,10 to 17,$
21003-1,Seattle Space Needle,2009,Architecture,Landmark Series,Model making,Normal,57,10,$19.99,https://images.brickset.com/sets/images/21003-1.jpg,10 to 17,$
21004-1,Solomon Guggenheim Museum,2009,Architecture,Architect Series,Model making,Normal,208,10,$39.99,https://images.brickset.com/sets/images/21004-1.jpg,10 to 17,$$
21005-1,Fallingwater,2009,Architecture,Architect Series,Model making,Normal,811,16,$99.99,https://images.brickset.com/sets/images/21005-1.jpg,10 to 17,$$$
10210-1,Imperial Flagship,2010,Advanced models,Miscellaneous,Model making,Normal,1664,14,$179.99,https://images.brickset.com/sets/images/10210-1.jpg,10 to 17,$$$$
10211-1,Grand Emporium,2010,Advanced models,Modular Buildings Collection,Model making,Normal,2182,16,$149.99,https://images.brickset.com/sets/images/10211-1.jpg,10 to 17,$$$$
10213-1,Shuttle Adventure,2010,Advanced models,Space,Model making,Normal,1204,16,$99.99,https://images.brickset.com/sets/images/10213-1.jpg,10 to 17,$$$
10214-1,Tower Bridge,2010,Advanced models,Landmarks,Model making,Normal,4287,16,$239.99,https://images.brickset.com/sets/images/10214-1.jpg,10 to 17,$$$$
10216-1,Winter Village Bakery,2010,Advanced models,Winter Village Collection,Model making,Normal,687,12,$54.99,https://images.brickset.com/sets/images/10216-1.jpg,10 to 17,$$$
21006-1,The White House,2010,Architecture,Landmark Series,Model making,Normal,560,12,$49.99,https://images.brickset.com/sets/images/21006-1.jpg,10 to 17,$$
10218-1,Pet Shop,2011,Advanced models,Modular Buildings Collection,Model making,Normal,2032,16,$149.99,https://images.brickset.com/sets/images/10218-1.jpg,10 to 17,$$$$
10219-1,Maersk Train,2011,Advanced models,Trains,Model making,Normal,1234,14,$119.99,https://images.brickset.com/sets/images/10219-1.jpg,10 to 17,$$$$
10220-1,Volkswagen T1 Camper Van,2011,Advanced models,Vehicles,Model making,Normal,1334,16,$119.99,https://images.brickset.com/sets/images/10220-1.jpg,10 to 17,$$$$
10222-1,Winter Village Post Office,2011,Advanced models,Winter Village Collection,Model making,Normal,822,12,$69.99,https://images.brickset.com/sets/images/10222-1.jpg,10 to 17,$$$
10231-1,Shuttle Expedition,2011,Advanced models,Space,Model making,Normal,1230,16,$99.99,https://images.brickset.com/sets/images/10231-1.jpg,10 to 17,$$$
21000-2,Willis Tower,2011,Architecture,Landmark Series,Model making,Normal,69,10,$19.99,https://images.brickset.com/sets/images/21000-2.jpg,10 to 17,$
21007-1,Rockefeller Center,2011,Architecture,Architect Series,Model making,Normal,240,10,$39.99,https://images.brickset.com/sets/images/21007-1.jpg,10 to 17,$$
21008-1,Burj Khalifa,2011,Architecture,Landmark Series,Model making,Normal,208,12,$24.99,https://images.brickset.com/sets/images/21008-1.jpg,10 to 17,$
21009-1,Farnsworth House,2011,Architecture,Architect Series,Model making,Normal,546,12,$59.99,https://images.brickset.com/sets/images/21009-1.jpg,10 to 17,$$$
21010-1,Robie House,2011,Architecture,Architect Series,Model making,Normal,2276,16,$199.99,https://images.brickset.com/sets/images/21010-1.jpg,10 to 17,$$$$
21011-1,Brandenburg Gate,2011,Architecture,Landmark Series,Model making,Normal,363,12,$34.99,https://images.brickset.com/sets/images/21011-1.jpg,10 to 17,$$
10224-1,Town Hall,2012,Advanced models,Modular Buildings Collection,Model making,Normal,2766,14,$199.99,https://images.brickset.com/sets/images/10224-1.jpg,10 to 17,$$$$
10226-1,Sopwith Camel,2012,Advanced models,Aircraft,Model making,Normal,883,14,$99.99,https://images.brickset.com/sets/images/10226-1.jpg,10 to 17,$$$
10229-1,Winter Village Cottage,2012,Advanced models,Winter Village Collection,Model making,Normal,1490,12,$99.99,https://images.brickset.com/sets/images/10229-1.jpg,10 to 17,$$$
21012-1,Sydney Opera House,2012,Architecture,Landmark Series,Model making,Normal,270,12,$39.99,https://images.brickset.com/sets/images/21012-1.jpg,10 to 17,$$
21013-1,Big Ben,2012,Architecture,Landmark Series,Model making,Normal,346,12,$29.99,https://images.brickset.com/sets/images/21013-1.jpg,10 to 17,$$
21014-1,Villa Savoye,2012,Architecture,Architect Series,Model making,Normal,660,12,$69.99,https://images.brickset.com/sets/images/21014-1.jpg,10 to 17,$$$
21016-1,Sungnyemun,2012,Architecture,Landmark Series,Model making,Normal,325,12,$34.99,https://images.brickset.com/sets/images/21016-1.jpg,10 to 17,$$
10232-1,Palace Cinema,2013,Creator Expert,Modular Buildings Collection,Model making,Normal,2196,16,$149.99,https://images.brickset.com/sets/images/10232-1.jpg,10 to 17,$$$$
10233-1,Horizon Express,2013,Creator Expert,Trains,Model making,Normal,1351,14,$129.99,https://images.brickset.com/sets/images/10233-1.jpg,10 to 17,$$$$
10234-1,Sydney Opera House,2013,Creator Expert,Landmarks,Model making,Normal,2989,16,$319.99,https://images.brickset.com/sets/images/10234-1.jpg,10 to 17,$$$$
10235-1,Winter Village Market,2013,Creator Expert,Winter Village Collection,Model making,Normal,1261,12,$99.99,https://images.brickset.com/sets/images/10235-1.jpg,10 to 17,$$$
21015-1,The Leaning Tower of Pisa,2013,Architecture,Landmark Series,Model making,Normal,345,12,$34.99,https://images.brickset.com/sets/images/21015-1.jpg,10 to 17,$$
21017-1,Imperial Hotel,2013,Architecture,Architect Series,Model making,Normal,1188,12,$129.99,https://images.brickset.com/sets/images/21017-1.jpg,10 to 17,$$$$
21018-1,United Nations Headquarters,2013,Architecture,Landmark Series,Model making,Normal,597,12,$49.99,https://images.brickset.com/sets/images/21018-1.jpg,10 to 17,$$
21050-1,Studio,2013,Architecture,Miscellaneous,Model making,Normal,1210,16,$159.99,https://images.brickset.com/sets/images/21050-1.jpg,10 to 17,$$$$
10241-1,Maersk Line Triple-E,2014,Creator Expert,Maersk,Model making,Normal,1518,12,$149.99,https://images.brickset.com/sets/images/10241-1.jpg,10 to 17,$$$$
10242-1,MINI Cooper MK VII,2014,Creator Expert,Vehicles,Model making,Normal,1077,16,$99.99,https://images.brickset.com/sets/images/10242-1.jpg,10 to 17,$$$
10243-1,Parisian Restaurant,2014,Creator Expert,Modular Buildings Collection,Model making,Normal,2469,16,$159.99,https://images.brickset.com/sets/images/10243-1.jpg,10 to 17,$$$$
10244-1,Fairground Mixer,2014,Creator Expert,Fairground Collection,Model making,Normal,1746,16,$149.99,https://images.brickset.com/sets/images/10244-1.jpg,10 to 17,$$$$
10245-1,Santa's Workshop,2014,Creator Expert,Winter Village Collection,Model making,Normal,883,12,$69.99,https://images.brickset.com/sets/images/10245-1.jpg,10 to 17,$$$
21019-1,The Eiffel Tower,2014,Architecture,Landmark Series,Model making,Normal,321,12,$34.99,https://images.brickset.com/sets/images/21019-1.jpg,10 to 17,$$
21020-1,Trevi Fountain,2014,Architecture,Landmark Series,Model making,Normal,731,12,$49.99,https://images.brickset.com/sets/images/21020-1.jpg,10 to 17,$$
10246-1,Detective's Office,2015,Creator Expert,Modular Buildings Collection,Model making,Normal,2262,16,$159.99,https://images.brickset.com/sets/images/10246-1.jpg,10 to 17,$$$$
10247-1,Ferris Wheel,2015,Creator Expert,Fairground Collection,Model making,Normal,2464,16,$199.99,https://images.brickset.com/sets/images/10247-1.jpg,10 to 17,$$$$
10248-1,Ferrari F40,2015,Creator Expert,Vehicles,Model making,Normal,1158,14,$99.99,https://images.brickset.com/sets/images/10248-1.jpg,10 to 17,$$$
10249-1,Winter Toy Shop,2015,Creator Expert,Winter Village Collection,Model making,Normal,898,12,$79.99,https://images.brickset.com/sets/images/10249-1.jpg,10 to 17,$$$
21022-1,Lincoln Memorial,2015,Architecture,Landmark Series,Model making,Normal,274,12,$29.99,https://images.brickset.com/sets/images/21022-1.jpg,10 to 17,$$
21023-1,"Flatiron Building, New York",2015,Architecture,Landmark Series,Model making,Normal,471,12,$39.99,https://images.brickset.com/sets/images/21023-1.jpg,10 to 17,$$
21024-1,Louvre,2015,Architecture,Landmark Series,Model making,Normal,695,12,$59.99,https://images.brickset.com/sets/images/21024-1.jpg,10 to 17,$$$
10251-1,Brick Bank,2016,Creator Expert,Modular Buildings Collection,Model making,Normal,2380,16,$169.99,https://images.brickset.com/sets/images/10251-1.jpg,10 to 17,$$$$
10252-1,Volkswagen Beetle,2016,Creator Expert,Vehicles,Model making,Normal,1167,16,$99.99,https://images.brickset.com/sets/images/10252-1.jpg,10 to 17,$$$
10253-1,Big Ben,2016,Creator Expert,Landmarks,Model making,Normal,4163,16,$249.99,https://images.brickset.com/sets/images/10253-1.jpg,10 to 17,$$$$
10254-1,Winter Holiday Train,2016,Creator Expert,Winter Village Collection,Model making,Normal,734,12,$99.99,https://images.brickset.com/sets/images/10254-1.jpg,10 to 17,$$$
21026-1,Venice,2016,Architecture,Skylines,Model making,Normal,212,12,$29.99,https://images.brickset.com/sets/images/21026-1.jpg,10 to 17,$$
21027-1,Berlin,2016,Architecture,Skylines,Model making,Normal,289,12,$29.99,https://images.brickset.com/sets/images/21027-1.jpg,10 to 17,$$
21028-1,New York City,2016,Architecture,Skylines,Model making,Normal,598,12,$59.99,https://images.brickset.com/sets/images/21028-1.jpg,10 to 17,$$$
21029-1,Buckingham Palace,2016,Architecture,Landmark Series,Model making,Normal,780,12,$49.99,https://images.brickset.com/sets/images/21029-1.jpg,10 to 17,$$
21030-1,United States Capitol Building,2016,Architecture,Landmark Series,Model making,Normal,1032,12,$99.99,https://images.brickset.com/sets/images/21030-1.jpg,10 to 17,$$$
21031-1,Burj Khalifa,2016,Architecture,Landmark Series,Model making,Normal,333,12,$39.99,https://images.brickset.com/sets/images/21031-1.jpg,10 to 17,$$
10255-1,Assembly Square,2017,Creator Expert,Modular Buildings Collection,Model making,Normal,4002,16,$299.99,https://images.brickset.com/sets/images/10255-1.jpg,10 to 17,$$$$
10256-1,Taj Mahal,2017,Creator Expert,Landmarks,Model making,Normal,5923,16,$369.99,https://images.brickset.com/sets/images/10256-1.jpg,10 to 17,$$$$
10257-1,Carousel,2017,Creator Expert,Fairground Collection,Model making,Normal,2670,16,$199.99,https://images.brickset.com/sets/images/10257-1.jpg,10 to 17,$$$$
10258-1,London Bus,2017,Creator Expert,Vehicles,Model making,Normal,1686,16,$139.99,https://images.brickset.com/sets/images/10258-1.jpg,10 to 17,$$$$
10259-1,Winter Village Station,2017,Creator Expert,Winter Village Collection,Model making,Normal,902,12,$79.99,https://images.brickset.com/sets/images/10259-1.jpg,10 to 17,$$$
21032-1,Sydney,2017,Architecture,Skylines,Model making,Normal,361,12,$29.99,https://images.brickset.com/sets/images/21032-1.jpg,10 to 17,$$
21033-1,Chicago,2017,Architecture,Skylines,Model making,Normal,444,12,$39.99,https://images.brickset.com/sets/images/21033-1.jpg,10 to 17,$$
21034-1,London,2017,Architecture,Skylines,Model making,Normal,468,12,$39.99,https://images.brickset.com/sets/images/21034-1.jpg,10 to 17,$$
21035-1,Solomon R. Guggenheim Museum,2017,Architecture,Landmark Series,Model making,Normal,744,12,$79.99,https://images.brickset.com/sets/images/21035-1.jpg,10 to 17,$$$
21036-1,Arc de Triomphe,2017,Architecture,Landmark Series,Model making,Normal,386,12,$39.99,https://images.brickset.com/sets/images/21036-1.jpg,10 to 17,$$
10260-1,Downtown Diner,2018,Creator Expert,Modular Buildings Collection,Model making,Normal,2480,16,$169.99,https://images.brickset.com/sets/images/10260-1.jpg,10 to 17,$$$$
10261-1,Roller Coaster,2018,Creator Expert,Fairground Collection,Model making,Normal,4124,16,$379.99,https://images.brickset.com/sets/images/10261-1.jpg,10 to 17,$$$$
10263-1,Winter Village Fire Station,2018,Creator Expert,Winter Village Collection,Model making,Normal,1166,12,$99.99,https://images.brickset.com/sets/images/10263-1.jpg,10 to 17,$$$
10268-1,Vestas Wind Turbine,2018,Creator Expert,Vestas,Model making,Normal,826,12,$199.99,https://images.brickset.com/sets/images/10268-1.jpg,10 to 17,$$$$
10264-1,Corner Garage,2019,Creator Expert,Modular Buildings Collection,Model making,Normal,2569,16,$199.99,https://images.brickset.com/sets/images/10264-1.jpg,10 to 17,$$$$
10265-1,Ford Mustang,2019,Creator Expert,Vehicles,Model making,Normal,1471,16,$169.99,https://images.brickset.com/sets/images/10265-1.jpg,10 to 17,$$$$
10267-1,Gingerbread House,2019,Creator Expert,Winter Village Collection,Model making,Normal,1477,12,$99.99,https://images.brickset.com/sets/images/10267-1.jpg,10 to 17,$$$
10269-1,Harley-Davidson Fat Boy,2019,Creator Expert,Vehicles,Model making,Normal,1023,16,$99.99,https://images.brickset.com/sets/images/10269-1.jpg,10 to 17,$$$
21045-1,Trafalgar Square,2019,Architecture,Landmark Series,Model making,Normal,1197,16,$79.99,https://images.brickset.com/sets/images/21045-1.jpg,10 to 17,$$$
21046-1,Empire State Building,2019,Architecture,Landmark Series,Model making,Normal,1767,16,$129.99,https://images.brickset.com/sets/images/21046-1.jpg,10 to 17,$$$$
10270-1,Bookshop,2020,Creator Expert,Modular Buildings Collection,Model making,Normal,2504,16,$199.99,https://images.brickset.com/sets/images/10270-1.jpg,10 to 17,$$$$
10271-1,Fiat 500,2020,Creator Expert,Vehicles,Model making,Normal,960,16,$89.99,https://images.brickset.com/sets/images/10271-1.jpg,10 to 17,$$$
10272-1,Old Trafford - Manchester United,2020,Creator Expert,Stadiums,Model making,Normal,3898,16,$299.99,https://images.brickset.com/sets/images/10272-1.jpg,10 to 17,$$$$
10273-1,Haunted House,2020,Icons,Fairground Collection,Model making,Normal,3231,18,$299.99,https://images.brickset.com/sets/images/10273-1.jpg,Over 18,$$$$
10274-1,Ghostbusters Ecto-1,2020,Icons,Vehicles,Model making,Normal,2352,18,$239.99,https://images.brickset.com/sets/images/10274-1.jpg,Over 18,$$$$
10275-1,Elf Club House,2020,Icons,Winter Village Collection,Model making,Normal,1197,18,$99.99,https://images.brickset.com/sets/images/10275-1.jpg,Over 18,$$$
10276-1,Colosseum,2020,Icons,Landmarks,Model making,Normal,9036,18,$549.99,https://images.brickset.com/sets/images/10276-1.jpg,Over 18,$$$$$
10277-1,Crocodile Locomotive,2020,Icons,Trains,Model making,Normal,1271,18,$99.99,https://images.brickset.com/sets/images/10277-1.jpg,Over 18,$$$
21051-1,Tokyo,2020,Architecture,Skylines,Model making,Normal,547,16,$59.99,https://images.brickset.com/sets/images/21051-1.jpg,10 to 17,$$$
21052-1,Dubai,2020,Architecture,Skylines,Model making,Normal,740,16,$59.99,https://images.brickset.com/sets/images/21052-1.jpg,10 to 17,$$$
21054-1,The White House,2020,Architecture,Landmark Series,Model making,Normal,1483,18,$99.99,https://images.brickset.com/sets/images/21054-1.jpg,Over 18,$$$
10278-1,Police Station,2021,Icons,Modular Buildings Collection,Model making,Normal,2923,18,$199.99,https://images.brickset.com/sets/images/10278-1.jpg,Over 18,$$$$
10279-1,Volkswagen T2 Camper Van,2021,Icons,Vehicles,Model making,Normal,2207,18,$179.99,https://images.brickset.com/sets/images/10279-1.jpg,Over 18,$$$$
10280-1,Flower Bouquet,2021,Icons,Botanical Collection,Model making,Normal,756,18,$59.99,https://images.brickset.com/sets/images/10280-1.jpg,Over 18,$$$
10281-1,Bonsai Tree,2021,Icons,Botanical Collection,Model making,Normal,878,18,$49.99,https://images.brickset.com/sets/images/10281-1.jpg,Over 18,$$
10282-1,Adidas Originals Superstar,2021,Icons,Adidas,Model making,Normal,731,18,$79.99,https://images.brickset.com/sets/images/10282-1.jpg,Over 18,$$$
10283-1,NASA Space Shuttle Discovery,2021,Icons,Space,Model making,Normal,2354,18,$199.99,https://images.brickset.com/sets/images/10283-1.jpg,Over 18,$$$$
10284-1,Camp Nou - FC Barcelona,2021,Icons,Stadiums,Model making,Normal,5509,18,$349.99,https://images.brickset.com/sets/images/10284-1.jpg,Over 18,$$$$
10289-1,Bird of Paradise,2021,Icons,Botanical Collection,Model making,Normal,1173,18,$99.99,https://images.brickset.com/sets/images/10289-1.jpg,Over 18,$$$
